fqdn,recordType
its-lic2.cc.ksu.edu,A
its-lic1.cc.ksu.edu,A
licensor.cc.ksu.edu,A
pepper.cc.ksu.edu,A
nbu-media1.cc.ksu.edu,A
nbu-master.cc.ksu.edu,A
nbu-media2.cc.ksu.edu,A
nbu-media3.cc.ksu.edu,A
nbu-media4.cc.ksu.edu,A
nbu-media5.cc.ksu.edu,A
nbu-media6.cc.ksu.edu,A
nbu-ap1.cc.ksu.edu,A
nbu-ap1-sec.cc.ksu.edu,A
nbu-ap2.cc.ksu.edu,A
nbu-ap2-sec.cc.ksu.edu,A
search-google-app2.cc.ksu.edu,A
search-google-app1.cc.ksu.edu,A
search-google-app13.cc.ksu.edu,A
loghost.cc.ksu.edu,A
mathtest.cc.ksu.edu,MX
autodiscover.mathtest.cc.ksu.edu,A
msoid.mathtest.cc.ksu.edu,A
_nfsv4idmapdomain.cns.ksu.edu,TXT
mailhost.cns.ksu.edu,A
master.cns.ksu.edu,A
loghost.cns.ksu.edu,A
cvs.cns.ksu.edu,A
nbu-master.cns.ksu.edu,A
nbu-ops.cns.ksu.edu,A
argus.cns.ksu.edu,A
mp.cns.ksu.edu,A
oldsomewhere.cns.ksu.edu,A
alvis.cns.ksu.edu,A
rhas4.cns.ksu.edu,A
rhes3.cns.ksu.edu,A
rt.cns.ksu.edu,A
dspace.cns.ksu.edu,A
conference.rhes3.cns.ksu.edu,A
grumble.cns.ksu.edu,A
licensor.cns.ksu.edu,A
window.cns.ksu.edu,A
cypress.cns.ksu.edu,A
tribble.cns.ksu.edu,A
redbud.cns.ksu.edu,A
colorlaser.cns.ksu.edu,A
maple.cns.ksu.edu,A
laser.cns.ksu.edu,A
f-hp4si.cns.ksu.edu,A
oak.cns.ksu.edu,A
radius.cns.ksu.edu,A
opps-labpc.cns.ksu.edu,A
hammer.cns.ksu.edu,A
sledge.cns.ksu.edu,A
mallet.cns.ksu.edu,A
cerberus.cns.ksu.edu,A
csctest1.cns.ksu.edu,A
csctest2.cns.ksu.edu,A
snafu.cns.ksu.edu,A
fubar.cns.ksu.edu,A
tarmac.cns.ksu.edu,A
sticky.cns.ksu.edu,A
polycom.cns.ksu.edu,A
natasha.cns.ksu.edu,A
boris.cns.ksu.edu,A
rlb-1.cns.ksu.edu,A
rlb-5.cns.ksu.edu,A
rlb-6.cns.ksu.edu,A
dm109.cns.ksu.edu,A
flowbee.cns.ksu.edu,A
omniview.cns.ksu.edu,A
digi1.cns.ksu.edu,A
digi2.cns.ksu.edu,A
digi3.cns.ksu.edu,A
digi4.cns.ksu.edu,A
digi5.cns.ksu.edu,A
digi6.cns.ksu.edu,A
digi7.cns.ksu.edu,A
pp-digi1.cns.ksu.edu,A
digi8.cns.ksu.edu,A
digi9.cns.ksu.edu,A
digi.cns.ksu.edu,A
digi-s1.cns.ksu.edu,A
digi-s2.cns.ksu.edu,A
digi-s3.cns.ksu.edu,A
digi-s4.cns.ksu.edu,A
digi-s5.cns.ksu.edu,A
digi-s6.cns.ksu.edu,A
newguy1.cns.ksu.edu,A
bazzer.cns.ksu.edu,A
bazzerl.cns.ksu.edu,A
family.cns.ksu.edu,A
james-0-132.cns.ksu.edu,A
james-0-133.cns.ksu.edu,A
punt.cns.ksu.edu,A
collin.cns.ksu.edu,A
csc-0-136.cns.ksu.edu,A
rob-0-137.cns.ksu.edu,A
rob-0-138.cns.ksu.edu,A
rob-0-139.cns.ksu.edu,A
jaypc.cns.ksu.edu,A
rboice-0-143.cns.ksu.edu,A
rboice-0-144.cns.ksu.edu,A
rboice-0-145.cns.ksu.edu,A
triangle.cns.ksu.edu,A
sticky.cns.ksu.edu,A
jimspc.cns.ksu.edu,A
jimsdrive.cns.ksu.edu,A
jim-0-154.cns.ksu.edu,A
kevin.cns.ksu.edu,A
student1-0-156.cns.ksu.edu,A
student1-0-157.cns.ksu.edu,A
ryan.cns.ksu.edu,A
student2-0-159.cns.ksu.edu,A
student2-0-160.cns.ksu.edu,A
aylee.cns.ksu.edu,A
kiki.cns.ksu.edu,A
riff.cns.ksu.edu,A
kash-0-164.cns.ksu.edu,A
kash-0-165.cns.ksu.edu,A
kash-0-166.cns.ksu.edu,A
rodney-0-167.cns.ksu.edu,A
rodney-0-168.cns.ksu.edu,A
rodney-0-169.cns.ksu.edu,A
phil-0-170.cns.ksu.edu,A
phil-0-171.cns.ksu.edu,A
phil-0-172.cns.ksu.edu,A
mew.cns.ksu.edu,A
oasis.cns.ksu.edu,A
torg.cns.ksu.edu,A
zarniwoop.cns.ksu.edu,A
marvin.cns.ksu.edu,A
vogon.cns.ksu.edu,A
dial01.cns.ksu.edu,A
dial02.cns.ksu.edu,A
santst.cns.ksu.edu,A
kltape01.cns.ksu.edu,A
lan.cns.ksu.edu,A
intranet.cns.ksu.edu,A
ehs.cns.ksu.edu,A
ltndstest.cns.ksu.edu,A
kltest01.cns.ksu.edu,A
junkyard.cns.ksu.edu,A
wsus1.cns.ksu.edu,A
gladiator.cns.ksu.edu,A
service.cns.ksu.edu,A
tsc.cns.ksu.edu,A
tsc2.cns.ksu.edu,A
bubba.cns.ksu.edu,A
nerak.cns.ksu.edu,A
heimdall.cns.ksu.edu,A
bobo.cns.ksu.edu,A
outpost.cns.ksu.edu,A
keep.cns.ksu.edu,A
doppleganger.cns.ksu.edu,A
spruce.cns.ksu.edu,A
arkoschpc.cns.ksu.edu,A
calvin.cns.ksu.edu,A
_nfsv4idmapdomain.cts.ksu.edu,TXT
dogwood.cts.ksu.edu,A
rimrock.cts.ksu.edu,A
sourceforge.cts.ksu.edu,A
spruce.cts.ksu.edu,A
licensor.cts.ksu.edu,A
rt.cts.ksu.edu,A
dole137.cts.ksu.edu,A
dole147.cts.ksu.edu,A
asfa.admiss.ksu.edu,A
intranet.admiss.ksu.edu,A
www.intranet.admiss.ksu.edu,A
addsdc1.ads.ksu.edu,A
addsdc2.ads.ksu.edu,A
ag.ksu.edu,A
www.ag.ksu.edu,A
int.ag.ksu.edu,A
www.int.ag.ksu.edu,A
strategicplan.ag.ksu.edu,A
www.strategicplan.ag.ksu.edu,A
agecon.ksu.edu,MX
advising-appointments.agecon.ksu.edu,A
exchangeserver.agecon.ksu.edu,A
exchange.agecon.ksu.edu,A
mail.agecon.ksu.edu,A
mail.agecon.ksu.edu,MX
www.agecon.ksu.edu,MX
ageconomics.ksu.edu,A
www.ageconomics.ksu.edu,A
agingexpo.ksu.edu,A
www.agingexpo.ksu.edu,A
anasazi.agron.ksu.edu,A
agr-1302d-thav.agron.ksu.edu,A
badger.agron.ksu.edu,A
barry.agron.ksu.edu,A
bear.agron.ksu.edu,A
bear-test.agron.ksu.edu,A
bigrip.agron.ksu.edu,A
frodo.agron.ksu.edu,A
jay.agron.ksu.edu,A
jneel2011a.agron.ksu.edu,A
kscroptests.agron.ksu.edu,A
kscpt.agron.ksu.edu,A
library.agron.ksu.edu,A
mary-th1703.agron.ksu.edu,A
moose.agron.ksu.edu,A
netadmin.agron.ksu.edu,A
pete.agron.ksu.edu,A
puma.agron.ksu.edu,A
rlvweather.agron.ksu.edu,A
sponge.agron.ksu.edu,A
spuds.agron.ksu.edu,A
thcs.agron.ksu.edu,A
wdl.agron.ksu.edu,A
wdl-callup-01.agron.ksu.edu,A
wdl-callup-02.agron.ksu.edu,A
webapp.agron.ksu.edu,A
wolf.agron.ksu.edu,A
zen.agron.ksu.edu,A
agronomy.ksu.edu,A
www.agronomy.ksu.edu,A
ag.agronomy.ksu.edu,A
beanstalk.agronomy.ksu.edu,A
www.beanstalk.agronomy.ksu.edu,A
eupdates.agronomy.ksu.edu,A
growing.agronomy.ksu.edu,A
www.growing.agronomy.ksu.edu,A
intranet.agronomy.ksu.edu,A
students.agronomy.ksu.edu,A
www.students.agronomy.ksu.edu,A
genes.alfalfa.ksu.edu,A
www.alfalfa.ksu.edu,A
remote.alfalfa.ksu.edu,A
dial1.alfalfa.ksu.edu,A
dial2.alfalfa.ksu.edu,A
dial3.alfalfa.ksu.edu,A
riley.alfalfa.ksu.edu,A
buffalo.alfalfa.ksu.edu,A
cody.alfalfa.ksu.edu,A
arc.alfalfa.ksu.edu,A
zia.alfalfa.ksu.edu,A
apollo.alfalfa.ksu.edu,A
mail.alumni.ksu.edu,A
apdesign.ksu.edu,A
apdisk.apdesign.ksu.edu,A
connect.apdesign.ksu.edu,A
faculty.apdesign.ksu.edu,A
media.apdesign.ksu.edu,A
nas01.apdesign.ksu.edu,A
phd.apdesign.ksu.edu,A
signage.apdesign.ksu.edu,A
www.apdesign.ksu.edu,A
aalto.arch.ksu.edu,A
www.arch.ksu.edu,A
www.iapd.ksu.edu,A
www.edsp.ksu.edu,A
www.larcp.ksu.edu,A
alden.arch.ksu.edu,A
capd01.arch.ksu.edu,A
capd04.arch.ksu.edu,A
capd06.arch.ksu.edu,A
capd08.arch.ksu.edu,A
capd10.arch.ksu.edu,A
capd11.arch.ksu.edu,A
capd14.arch.ksu.edu,A
capd15.arch.ksu.edu,A
capd17.arch.ksu.edu,A
capd18.arch.ksu.edu,A
capd19.arch.ksu.edu,A
capd20.arch.ksu.edu,A
capd21.arch.ksu.edu,A
capd22.arch.ksu.edu,A
capd23.arch.ksu.edu,A
capd24.arch.ksu.edu,A
capd25.arch.ksu.edu,A
print.arch.ksu.edu,A
capd28.arch.ksu.edu,A
capd29.arch.ksu.edu,A
capd30.arch.ksu.edu,A
capd31.arch.ksu.edu,A
av.arch.ksu.edu,A
license.arch.ksu.edu,A
wsus.arch.ksu.edu,A
capd35.arch.ksu.edu,A
capd36.arch.ksu.edu,A
capd37.arch.ksu.edu,A
capd38.arch.ksu.edu,A
capd39.arch.ksu.edu,A
capd40.arch.ksu.edu,A
capd41.arch.ksu.edu,A
capd42.arch.ksu.edu,A
capd43.arch.ksu.edu,A
capd44.arch.ksu.edu,A
capd45.arch.ksu.edu,A
capd46.arch.ksu.edu,A
capd47.arch.ksu.edu,A
capd48.arch.ksu.edu,A
capd49.arch.ksu.edu,A
capd50.arch.ksu.edu,A
capd51.arch.ksu.edu,A
capd52.arch.ksu.edu,A
capd53.arch.ksu.edu,A
capd54.arch.ksu.edu,A
gumby.arch.ksu.edu,A
capd56.arch.ksu.edu,A
capd57.arch.ksu.edu,A
capd58.arch.ksu.edu,A
capd59.arch.ksu.edu,A
capd60.arch.ksu.edu,A
durgan.arch.ksu.edu,A
edge.arch.ksu.edu,A
faculty.arch.ksu.edu,A
kvrc.arch.ksu.edu,A
www.kvrc.arch.ksu.edu,A
krider.arch.ksu.edu,A
www.krider.arch.ksu.edu,A
larcp.arch.ksu.edu,A
olmsted.arch.ksu.edu,A
oz.arch.ksu.edu,A
service.arch.ksu.edu,A
cobain.arch.ksu.edu,A
tah.arch.ksu.edu,A
johnson.arch.ksu.edu,A
winehouse.arch.ksu.edu,A
armyrotc.ksu.edu,A
www.armyrotc.ksu.edu,A
art.ksu.edu,A
www.art.ksu.edu,A
digitalarts.art.ksu.edu,A
electroetch.art.ksu.edu,A
graphicdesign.art.ksu.edu,A
pussycatpress.art.ksu.edu,A
arthropodest.ksu.edu,A
www.arthropodest.ksu.edu,A
artsci.ksu.edu,A
www.artsci.ksu.edu,A
queenbee.artsci.ksu.edu,A
as.ksu.edu,A
www.as.ksu.edu,A
_nfsv4idmapdomain.as.ksu.edu,TXT
mailhost.as.ksu.edu,A
mach3.as.ksu.edu,A
raptor.as.ksu.edu,A
salt.as.ksu.edu,A
hrisprod.as.ksu.edu,A
mercury.as.ksu.edu,A
falcon.as.ksu.edu,A
famv.as.ksu.edu,A
famd.as.ksu.edu,A
famt.as.ksu.edu,A
famis2.as.ksu.edu,A
grove.as.ksu.edu,A
hrishtrn.as.ksu.edu,A
hrisdemo.as.ksu.edu,A
hrisdevp.as.ksu.edu,A
hristest.as.ksu.edu,A
isis-test-webapp1.as.ksu.edu,A
isis-dev1.as.ksu.edu,A
isis-dev2.as.ksu.edu,A
isis-test-app1.as.ksu.edu,A
isis-test-app1-bip.as.ksu.edu,A
isis-test-webapp2.as.ksu.edu,A
isis-test-app2.as.ksu.edu,A
isis-test-app2-bip.as.ksu.edu,A
isis-app3.as.ksu.edu,A
isis-app4.as.ksu.edu,A
isis-app5.as.ksu.edu,A
isis-app6.as.ksu.edu,A
iso-oid1.as.ksu.edu,A
iso-oid2.as.ksu.edu,A
isis-test-psched1.as.ksu.edu,A
isis-psched1.as.ksu.edu,A
isis-psched2.as.ksu.edu,A
isis-webapp1.as.ksu.edu,A
isis-web1.as.ksu.edu,A
isis-web1-bip.as.ksu.edu,A
isis-app1.as.ksu.edu,A
isis-webapp2.as.ksu.edu,A
isis-web2.as.ksu.edu,A
isis-web2-bip.as.ksu.edu,A
isis-app2.as.ksu.edu,A
isis-test-webapp3.as.ksu.edu,A
isis-test-web3.as.ksu.edu,A
isis-test-web3-bip.as.ksu.edu,A
isis-web5.as.ksu.edu,A
isis-web5-bip.as.ksu.edu,A
hris-test-web1.as.ksu.edu,A
hris-test-web1-bip.as.ksu.edu,A
isis-test-webapp4.as.ksu.edu,A
isis-test-web4.as.ksu.edu,A
isis-test-web4-bip.as.ksu.edu,A
isis-web6.as.ksu.edu,A
isis-web6-bip.as.ksu.edu,A
isis-web7.as.ksu.edu,A
isis-web7-bip.as.ksu.edu,A
isis-web8.as.ksu.edu,A
isis-web8-bip.as.ksu.edu,A
hris-test-web2.as.ksu.edu,A
hris-test-web2-bip.as.ksu.edu,A
isis-webapp3.as.ksu.edu,A
isis-web3.as.ksu.edu,A
isis-web3-bip.as.ksu.edu,A
hris-web1.as.ksu.edu,A
hris-web1-vip.as.ksu.edu,A
isis-admin-webapp1.as.ksu.edu,A
isis-admin-webapp1-vip.as.ksu.edu,A
ksisadmin.as.ksu.edu,A
isis-admin.as.ksu.edu,A
isisadmin.as.ksu.edu,A
isis-webapp4.as.ksu.edu,A
isis-web4.as.ksu.edu,A
isis-web4-bip.as.ksu.edu,A
hris-web2.as.ksu.edu,A
hris-web2-vip.as.ksu.edu,A
delphi.as.ksu.edu,A
eagle.as.ksu.edu,A
flock.as.ksu.edu,A
console.as.ksu.edu,A
oid-1.as.ksu.edu,A
oid-2.as.ksu.edu,A
famp.as.ksu.edu,A
famis.as.ksu.edu,A
hawk.as.ksu.edu,A
eprint.as.ksu.edu,A
icicle.as.ksu.edu,A
fred.as.ksu.edu,A
fis-test-db1.as.ksu.edu,A
fis-dev-db1.as.ksu.edu,A
icecube.as.ksu.edu,A
discodev.as.ksu.edu,A
ssodev.as.ksu.edu,A
infradev.as.ksu.edu,A
alfred.as.ksu.edu,A
jeeves.as.ksu.edu,A
cnfs-laserdev.as.ksu.edu,A
fis-db1.as.ksu.edu,A
hawkeye.as.ksu.edu,A
radar.as.ksu.edu,A
jethro.as.ksu.edu,A
ellymay.as.ksu.edu,A
ravenswood.as.ksu.edu,A
marie.as.ksu.edu,A
cnfs-laserprod.as.ksu.edu,A
em.as.ksu.edu,A
iso-app2.as.ksu.edu,A
ebiz.as.ksu.edu,A
disco.as.ksu.edu,A
osso.as.ksu.edu,A
infra.as.ksu.edu,A
infratest.as.ksu.edu,A
test.as.ksu.edu,A
discotest.as.ksu.edu,A
ssotest.as.ksu.edu,A
dash.as.ksu.edu,A
dash-vip.as.ksu.edu,A
homer.as.ksu.edu,A
homer-vip.as.ksu.edu,A
milburn.as.ksu.edu,A
jane.as.ksu.edu,A
puddle.as.ksu.edu,A
puddle-vip.as.ksu.edu,A
muddle.as.ksu.edu,A
muddle-vip.as.ksu.edu,A
fiddle.as.ksu.edu,A
fiddle-vip.as.ksu.edu,A
carla.as.ksu.edu,A
turk.as.ksu.edu,A
sam.as.ksu.edu,A
hank.as.ksu.edu,A
fis-as1.as.ksu.edu,A
isistest.as.ksu.edu,A
harvest.as.ksu.edu,A
asi.ksu.edu,A
www.asi.ksu.edu,A
lists.asi.ksu.edu,A
dscott.asi.ksu.edu,A
duroc.asi.ksu.edu,A
intranet.asi.ksu.edu,A
ksumeat.asi.ksu.edu,A
www.ksumeat.asi.ksu.edu,A
marketpoultry.asi.ksu.edu,A
athenas.ksu.edu,A
athletics.ksu.edu,A
advantage.athletics.ksu.edu,A
paciolan.athletics.ksu.edu,A
afarmac.bchem.ksu.edu,A
akc-bch-jt-proteinscape.bchem.ksu.edu,A
akc-bmb-mascot.bchem.ksu.edu,A
blanca.bchem.ksu.edu,A
bona.bchem.ksu.edu,A
elias.bchem.ksu.edu,A
hunter.bchem.ksu.edu,A
iguazu.bchem.ksu.edu,A
lollipop.bchem.ksu.edu,A
maggie.bchem.ksu.edu,A
massive.bchem.ksu.edu,A
mckinley.bchem.ksu.edu,A
niagra.bchem.ksu.edu,A
nikko.bchem.ksu.edu,A
proteinscape.bchem.ksu.edu,A
rainier.bchem.ksu.edu,A
rawa.bchem.ksu.edu,A
rosalind.bchem.ksu.edu,A
teton.bchem.ksu.edu,A
whitney.bchem.ksu.edu,A
bioinformatics.ksu.edu,A
ftp.bioinformatics.ksu.edu,A
www.bioinformatics.ksu.edu,A
cellreg.biol.ksu.edu,A
cnsts.biol.ksu.edu,A
cnsts2.biol.ksu.edu,A
coccidia.biol.ksu.edu,A
etu.biol.ksu.edu,A
membrane.biol.ksu.edu,A
microg.biol.ksu.edu,A
molgen.biol.ksu.edu,A
pgman.biol.ksu.edu,A
principles.biol.ksu.edu,A
principles-studio.biol.ksu.edu,A
principles2.biol.ksu.edu,A
pserver.biol.ksu.edu,A
pserver2.biol.ksu.edu,A
sandercock.biol.ksu.edu,A
sandercock1.biol.ksu.edu,A
sandercock2.biol.ksu.edu,A
sandercock3.biol.ksu.edu,A
tbio2.biol.ksu.edu,A
watson.biol.ksu.edu,A
bri.ksu.edu,A
bri.ksu.edu,MX
mailhost.bri.ksu.edu,A
www.bri.ksu.edu,A
activesync.bri.ksu.edu,A
behring.bri.ksu.edu,A
burnet.bri.ksu.edu,A
elearning.bri.ksu.edu,A
fw1.bri.ksu.edu,A
fw2.bri.ksu.edu,A
robbins.bri.ksu.edu,A
vpn.bri.ksu.edu,A
autodiscover.bri.ksu.edu,A
canvas.ksu.edu,A
www.canvas.ksu.edu,A
lti.canvas.ksu.edu,A
www.lti.canvas.ksu.edu,A
lti3.test.canvas.ksu.edu,A
lti.test.canvas.ksu.edu,A
lti.alpha.canvas.ksu.edu,A
www.lti.alpha.canvas.ksu.edu,A
capd.ksu.edu,A
www.capd.ksu.edu,A
oldwww.capd.ksu.edu,A
apdisk.capd.ksu.edu,A
biagio.capd.ksu.edu,A
dev.capd.ksu.edu,A
media.capd.ksu.edu,A
www.media.capd.ksu.edu,A
nas01.capd.ksu.edu,A
solarhouse.capd.ksu.edu,A
grievous.capd.ksu.edu,A
faculty.capd.ksu.edu,A
palladio.capd.ksu.edu,A
careers.ksu.edu,A
www.careers.ksu.edu,A
cba.ksu.edu,A
admin.cba.ksu.edu,A
www.admin.cba.ksu.edu,A
ambassadors.cba.ksu.edu,A
www.ambassadors.cba.ksu.edu,A
akpsi.cba.ksu.edu,A
www.akpsi.cba.ksu.edu,A
bc.cba.ksu.edu,A
www.bc.cba.ksu.edu,A
betaalphapsi.cba.ksu.edu,A
www.betaalphapsi.cba.ksu.edu,A
bush.cba.ksu.edu,A
cba-av1v.cba.ksu.edu,A
cba-res.cba.ksu.edu,A
ementor.cba.ksu.edu,A
enterprise.cba.ksu.edu,A
fma.cba.ksu.edu,A
globalbiz.cba.ksu.edu,A
gsa.cba.ksu.edu,A
www.gsa.cba.ksu.edu,A
image.cba.ksu.edu,A
info.cba.ksu.edu,A
k2.cba.ksu.edu,A
k-statebiz.cba.ksu.edu,A
www.k-statebiz.cba.ksu.edu,A
lincoln.cba.ksu.edu,A
mbsa.cba.ksu.edu,A
www.mbsa.cba.ksu.edu,A
nimitz.cba.ksu.edu,A
nssilab.cba.ksu.edu,A
opmang.cba.ksu.edu,A
reagan.cba.ksu.edu,A
saa.cba.ksu.edu,A
sfa.cba.ksu.edu,A
shrm.cba.ksu.edu,A
www.shrm.cba.ksu.edu,A
stennis.cba.ksu.edu,A
test.cba.ksu.edu,A
truman.cba.ksu.edu,A
vinson.cba.ksu.edu,A
web.cba.ksu.edu,A
webdoc.cba.ksu.edu,A
wyse.cba.ksu.edu,A
www.cba.ksu.edu,A
www.globalbiz.cba.ksu.edu,A
ces.ksu.edu,MX
bi.ces.ksu.edu,A
bi.ces.ksu.edu,MX
ed.ces.ksu.edu,A
ed.ces.ksu.edu,MX
mailbox.ces.ksu.edu,A
mailbox.ces.ksu.edu,MX
commserve.cgahr.ksu.edu,A
np30-openrange.cgahr.ksu.edu,A
openrange.cgahr.ksu.edu,A
sharepoint.cgahr.ksu.edu,A
spiru.cgahr.ksu.edu,A
kbff.chem.ksu.edu,A
ganymede.chem.ksu.edu,A
smekal.chem.ksu.edu,A
ashley.chem.ksu.edu,A
dolly.chem.ksu.edu,A
pollux.chem.ksu.edu,A
gemini1.chem.ksu.edu,A
gemini2.chem.ksu.edu,A
hercules.chem.ksu.edu,A
lyle.chem.ksu.edu,A
pedro1.chem.ksu.edu,A
breogan.chem.ksu.edu,A
breogan.chem.ksu.edu,MX
akasha.chem.ksu.edu,A
willy.chem.ksu.edu,A
silicon.chem.ksu.edu,A
pasteur.chem.ksu.edu,A
vanthoff.chem.ksu.edu,A
orgsyn.chem.ksu.edu,A
lennon.chem.ksu.edu,A
apollo.chem.ksu.edu,A
escarisc.chem.ksu.edu,A
escarisc2.chem.ksu.edu,A
risc3.chem.ksu.edu,A
cba2.chem.ksu.edu,A
cba3.chem.ksu.edu,A
homer.chem.ksu.edu,A
odyssey.chem.ksu.edu,A
mdholl2.chem.ksu.edu,A
mdholl9.chem.ksu.edu,A
mdholl7.chem.ksu.edu,A
mdholl8.chem.ksu.edu,A
mdholl4.chem.ksu.edu,A
mdholl10.chem.ksu.edu,A
mdhlab3.chem.ksu.edu,A
mdhnmr1.chem.ksu.edu,A
mdholl11.chem.ksu.edu,A
chet.chem.ksu.edu,A
csmksu.chem.ksu.edu,A
uhura.chem.ksu.edu,A
bones.chem.ksu.edu,A
spock.chem.ksu.edu,A
sulu.chem.ksu.edu,A
kirk.chem.ksu.edu,A
dorothy.chem.ksu.edu,A
dorothy.chem.ksu.edu,MX
toto.chem.ksu.edu,A
alpha.chem.ksu.edu,A
leroux.chem.ksu.edu,A
cassandra.chem.ksu.edu,A
cassandra.chem.ksu.edu,MX
ajax.chem.ksu.edu,A
gold.chem.ksu.edu,A
silver.chem.ksu.edu,A
boron.chem.ksu.edu,A
carbon.chem.ksu.edu,A
nitrogen.chem.ksu.edu,A
oxygen.chem.ksu.edu,A
risc4.chem.ksu.edu,A
ksuchemistry.chem.ksu.edu,A
ksuchemistry.chem.ksu.edu,MX
sgite.chem.ksu.edu,A
aixte.chem.ksu.edu,A
wallace.chem.ksu.edu,A
priam.chem.ksu.edu,A
priam.chem.ksu.edu,MX
teucer.chem.ksu.edu,A
hector.chem.ksu.edu,A
nestor.chem.ksu.edu,A
agamemnon.chem.ksu.edu,A
agamemnon.chem.ksu.edu,MX
helen.chem.ksu.edu,A
hecuba.chem.ksu.edu,A
hecuba.chem.ksu.edu,MX
andromache.chem.ksu.edu,A
andromache.chem.ksu.edu,MX
aeneas.chem.ksu.edu,A
diomedes.chem.ksu.edu,A
menelaus.chem.ksu.edu,A
coe.ksu.edu,A
coe.ksu.edu,MX
casper.coe.ksu.edu,A
cima.coe.ksu.edu,A
cimabdp.coe.ksu.edu,A
folio.coe.ksu.edu,A
coecamera.coe.ksu.edu,A
coevs1.coe.ksu.edu,A
coevs2.coe.ksu.edu,A
coevs3.coe.ksu.edu,A
coevs4.coe.ksu.edu,A
coevs5.coe.ksu.edu,A
conference.coe.ksu.edu,A
cv.coe.ksu.edu,A
cvfre.coe.ksu.edu,A
cvma.coe.ksu.edu,A
dad.coe.ksu.edu,A
deploy.coe.ksu.edu,A
filemaker.coe.ksu.edu,A
fp.coe.ksu.edu,A
media.coe.ksu.edu,A
mentor.coe.ksu.edu,A
ped.coe.ksu.edu,A
preceptor.coe.ksu.edu,A
proctor.coe.ksu.edu,A
qn1.coe.ksu.edu,A
qn1-meta.coe.ksu.edu,A
qn2.coe.ksu.edu,A
qn2-meta.coe.ksu.edu,A
quantum.coe.ksu.edu,A
quickbooks.coe.ksu.edu,A
surrogate.coe.ksu.edu,A
understudy.coe.ksu.edu,A
vcenter.coe.ksu.edu,A
vdp1.coe.ksu.edu,A
vdp2.coe.ksu.edu,A
vdp3.coe.ksu.edu,A
vp1.coe.ksu.edu,A
vp2.coe.ksu.edu,A
vp3.coe.ksu.edu,A
www.coe.ksu.edu,A
www2.coe.ksu.edu,A
collegian.ksu.edu,A
collegian.ksu.edu,MX
www.collegian.ksu.edu,A
communications.ksu.edu,A
www.communications.ksu.edu,A
intranet.communications.ksu.edu,A
pubs.communications.ksu.edu,A
www.pubs.communications.ksu.edu,A
cnet1.control.ksu.edu,A
cnet2.control.ksu.edu,A
contfis.control.ksu.edu,A
contiproc.control.ksu.edu,A
ftp.control.ksu.edu,A
controller.ksu.edu,A
www.controller.ksu.edu,A
bi.cppc.ksu.edu,A
bi.cppc.ksu.edu,MX
ed.cppc.ksu.edu,A
ed.cppc.ksu.edu,MX
dcm.ksu.edu,A
webdev.dcm.ksu.edu,A
test.dcm.ksu.edu,A
test-proddocroot.dcm.ksu.edu,A
fairchild-67-79.dhcp.ksu.edu,A
_nfsv4idmapdomain.dia.ksu.edu,TXT
is-prod.dia.ksu.edu,A
is-test.dia.ksu.edu,A
broker-test.dia.ksu.edu,A
broker-prod.dia.ksu.edu,A
disparity.dia.ksu.edu,A
disparity-vip.dia.ksu.edu,A
mix.dia.ksu.edu,A
mix-vip.dia.ksu.edu,A
jibe.dia.ksu.edu,A
jibe-vip.dia.ksu.edu,A
splice.dia.ksu.edu,A
splice-vip.dia.ksu.edu,A
split.dia.ksu.edu,A
split-vip.dia.ksu.edu,A
splunk.dia.ksu.edu,A
splunk-vip.dia.ksu.edu,A
ecl.ksu.edu,A
www.ecl.ksu.edu,A
ecogen.ksu.edu,A
www.ecogen.ksu.edu,A
bayes.econ.ksu.edu,A
euler.econ.ksu.edu,A
trane.econ.ksu.edu,A
ftp.educ.ksu.edu,A
gopher.educ.ksu.edu,A
course.educ.ksu.edu,A
odi.educ.ksu.edu,A
mdac.educ.ksu.edu,A
meac.educ.ksu.edu,A
library.educ.ksu.edu,A
equity.educ.ksu.edu,A
eslknow.educ.ksu.edu,A
esl.educ.ksu.edu,A
eslde.educ.ksu.edu,A
phys.educ.ksu.edu,A
horizons.educ.ksu.edu,A
dad.educ.ksu.edu,A
mdac2.educ.ksu.edu,A
angle.educ.ksu.edu,A
email.ksu.edu,A
test.email.ksu.edu,A
writing.engl.ksu.edu,A
entomology.ksu.edu,A
www.entomology.ksu.edu,A
intranet.entomology.ksu.edu,A
equivalency.ksu.edu,A
www.equivalency.ksu.edu,A
eru.ksu.edu,A
www.eru.ksu.edu,A
eventhosting.ksu.edu,A
www.eventhosting.ksu.edu,A
dev.eventhosting.ksu.edu,A
webdev.eventhosting.ksu.edu,A
egad.ksu.edu,A
www.egad.ksu.edu,A
registrar.egs.ksu.edu,A
sis.egs.ksu.edu,A
test.sis.egs.ksu.edu,A
facts.ksu.edu,A
mailhost.facts.ksu.edu,A
foodsafety.ksu.edu,A
www.foodsafety.ksu.edu,A
archives.foodsafety.ksu.edu,A
vps.foodsafety.ksu.edu,A
barfblog.foodsafety.ksu.edu,A
www.barfblog.foodsafety.ksu.edu,A
found.ksu.edu,MX
found.ksu.edu,TXT
found.ksu.edu,SPF
found.ksu.edu,TXT
20170425164831pm._domainkey.found.ksu.edu,TXT
selector1._domainkey.found.ksu.edu,A
selector2._domainkey.found.ksu.edu,A
